"Cohort","Species","Row_Label","Medication","Present"
"Japanese-4D","Streptococcus_vestibularis","Japanese-4D | Streptococcus_vestibularis","Esomeprazole",1
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Gliclazide",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Liraglutide",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Pravastatin",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Torasemide",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Amiodarone",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Aspirin",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Carvedilol",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Enalapril",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Fluvastatin",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Indapamide",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Rivaroxaban",0
"MetaCardis","Streptococcus_gordonii","MetaCardis | Streptococcus_gordonii","Sitagliptin",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Esomeprazole",1
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Olmesartan",1
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Rabeprazole",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Lansoprazole",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Metformin",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Clopidogrel",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Omeprazole",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Atorvastatin",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Irbesartan",1
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Rosuvastatin",1
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Furosemide",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Apixaban",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Prasugrel",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Amlodipine",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Bisoprolol",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Metoprolol",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Vildagliptin",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Allopurinol",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Dapagliflozin",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Diltiazem",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Gliclazide",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Liraglutide",1
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Pravastatin",1
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Torasemide",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Amiodarone",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Aspirin",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Carvedilol",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Enalapril",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Fluvastatin",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Indapamide",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Rivaroxaban",0
"MetaCardis","Veillonella_infantium","MetaCardis | Veillonella_infantium","Sitagliptin",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Esomeprazole",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Olmesartan",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Rabeprazole",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Lansoprazole",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Metformin",1
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Clopidogrel",1
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Omeprazole",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Atorvastatin",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Irbesartan",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Rosuvastatin",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Furosemide",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Apixaban",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Prasugrel",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Amlodipine",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Bisoprolol",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Metoprolol",1
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Vildagliptin",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Allopurinol",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Dapagliflozin",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Diltiazem",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Gliclazide",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Liraglutide",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Pravastatin",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Torasemide",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Amiodarone",1
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Aspirin",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Carvedilol",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Enalapril",1
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Fluvastatin",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Indapamide",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Rivaroxaban",0
"MetaCardis","Streptococcus_mutans","MetaCardis | Streptococcus_mutans","Sitagliptin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Esomeprazole",1
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Olmesartan",1
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Rabeprazole",1
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Lansoprazole",1
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Metformin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Clopidogrel",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Omeprazole",1
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Atorvastatin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Irbesartan",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Rosuvastatin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Furosemide",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Apixaban",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Prasugrel",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Amlodipine",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Bisoprolol",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Metoprolol",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Vildagliptin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Allopurinol",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Dapagliflozin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Diltiazem",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Gliclazide",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Liraglutide",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Pravastatin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Torasemide",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Amiodarone",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Aspirin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Carvedilol",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Enalapril",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Fluvastatin",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Indapamide",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Rivaroxaban",0
"MetaCardis","Streptococcus_salivarius","MetaCardis | Streptococcus_salivarius","Sitagliptin",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Esomeprazole",1
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Olmesartan",1
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Rabeprazole",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Lansoprazole",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Metformin",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Clopidogrel",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Omeprazole",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Atorvastatin",1
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Irbesartan",1
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Rosuvastatin",1
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Furosemide",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Apixaban",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Prasugrel",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Amlodipine",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Bisoprolol",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Metoprolol",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Vildagliptin",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Allopurinol",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Dapagliflozin",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Diltiazem",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Gliclazide",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Liraglutide",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Pravastatin",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Torasemide",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Amiodarone",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Aspirin",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Carvedilol",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Enalapril",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Fluvastatin",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Indapamide",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Rivaroxaban",0
"MetaCardis","Veillonella_sp_T11011_6","MetaCardis | Veillonella_sp_T11011_6","Sitagliptin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Esomeprazole",1
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Olmesartan",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Rabeprazole",1
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Lansoprazole",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Metformin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Clopidogrel",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Omeprazole",1
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Atorvastatin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Irbesartan",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Rosuvastatin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Furosemide",1
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Apixaban",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Prasugrel",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Amlodipine",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Bisoprolol",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Metoprolol",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Vildagliptin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Allopurinol",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Dapagliflozin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Diltiazem",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Gliclazide",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Liraglutide",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Pravastatin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Torasemide",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Amiodarone",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Aspirin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Carvedilol",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Enalapril",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Fluvastatin",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Indapamide",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Rivaroxaban",0
"MetaCardis","Streptococcus_anginosus","MetaCardis | Streptococcus_anginosus","Sitagliptin",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Esomeprazole",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Olmesartan",1
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Rabeprazole",1
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Lansoprazole",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Metformin",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Clopidogrel",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Omeprazole",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Atorvastatin",1
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Irbesartan",1
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Rosuvastatin",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Furosemide",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Apixaban",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Prasugrel",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Amlodipine",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Bisoprolol",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Metoprolol",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Vildagliptin",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Allopurinol",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Dapagliflozin",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Diltiazem",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Gliclazide",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Liraglutide",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Pravastatin",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Torasemide",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Amiodarone",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Aspirin",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Carvedilol",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Enalapril",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Fluvastatin",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Indapamide",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Rivaroxaban",0
"MetaCardis","Streptococcus_australis","MetaCardis | Streptococcus_australis","Sitagliptin",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Esomeprazole",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Olmesartan",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Rabeprazole",1
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Lansoprazole",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Metformin",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Clopidogrel",1
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Omeprazole",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Atorvastatin",1
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Irbesartan",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Rosuvastatin",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Furosemide",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Apixaban",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Prasugrel",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Amlodipine",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Bisoprolol",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Metoprolol",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Vildagliptin",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Allopurinol",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Dapagliflozin",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Diltiazem",1
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Gliclazide",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Liraglutide",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Pravastatin",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Torasemide",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Amiodarone",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Aspirin",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Carvedilol",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Enalapril",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Fluvastatin",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Indapamide",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Rivaroxaban",0
"MetaCardis","Streptococcus_equinus","MetaCardis | Streptococcus_equinus","Sitagliptin",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Esomeprazole",1
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Olmesartan",1
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Rabeprazole",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Lansoprazole",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Metformin",1
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Clopidogrel",1
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Omeprazole",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Atorvastatin",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Irbesartan",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Rosuvastatin",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Furosemide",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Apixaban",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Prasugrel",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Amlodipine",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Bisoprolol",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Metoprolol",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Vildagliptin",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Allopurinol",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Dapagliflozin",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Diltiazem",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Gliclazide",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Liraglutide",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Pravastatin",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Torasemide",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Amiodarone",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Aspirin",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Carvedilol",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Enalapril",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Fluvastatin",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Indapamide",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Rivaroxaban",0
"MetaCardis","Streptococcus_infantis","MetaCardis | Streptococcus_infantis","Sitagliptin",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Esomeprazole",1
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Olmesartan",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Rabeprazole",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Lansoprazole",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Metformin",1
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Clopidogrel",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Omeprazole",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Atorvastatin",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Irbesartan",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Rosuvastatin",1
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Furosemide",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Apixaban",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Prasugrel",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Amlodipine",1
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Bisoprolol",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Metoprolol",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Vildagliptin",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Allopurinol",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Dapagliflozin",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Diltiazem",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Gliclazide",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Liraglutide",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Pravastatin",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Torasemide",0
"MetaCardis","Streptococcus_sobrinus","MetaCardis | Streptococcus_sobrinus","Amiodarone",0
